t,x,y,z,yaw,roll,pitch
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,-6.975762396837216e-10,4.0752010001382885e-09,-5.515117383528537e-10,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.02,1.784890298475588e-08,-5.767568725259299e-08,-1.2291819678453133e-08,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.03,-7.603088827584293e-08,3.1331827502539526e-08,2.6548711387114934e-09,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.04,-8.8781905787078e-08,5.305928541364388e-08,1.9243954062739554e-08,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.05,-5.957901633287234e-08,-5.7346146201572047e-08,4.13026764397174e-08,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.06,-4.883817324706479e-08,-1.2037793123073695e-07,4.610072680514882e-08,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.07,-1.63631505824055e-07,4.968349374482812e-09,7.020461149606586e-08,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.08,-1.9431649556002414e-07,1.4356277317609931e-08,7.971342236396019e-08,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.09,-1.7462230087987532e-07,-7.638003619842334e-08,6.506163952112841e-08,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.1,-1.6510839920039464e-07,-1.294950262779906e-07,4.1163738546096143e-08,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.11,-2.176340906662095e-07,-6.51726575241331e-08,4.5137946955766924e-08,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.12,-2.4584424026897564e-07,-6.505379771223332e-08,6.209394831951296e-08,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.13,-1.9834271837542835e-07,-7.353187516348016e-08,9.967450545990543e-08,62.62912499999999,0.001376812500000213,-0.0020588749999999045
0.14,-2.1292857802271654e-07,-7.421053086283815e-08,1.3165007122745612e-07,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.15,-2.291803283040589e-07,-2.0656247460994617e-08,1.5255242935767496e-07,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.16,-1.985528467827155e-07,-4.899319136986123e-08,1.4818493196696306e-07,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.17,-1.8579257895128595e-07,-8.959396388086515e-08,1.7963595673684265e-07,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.18,-1.736493887326187e-07,-8.934894011856556e-08,1.6494691344679636e-07,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.19,-1.8792405277184775e-07,-6.357004074024192e-08,1.2064961244471682e-07,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.2,-1.6237638414628364e-07,-1.3556974329037863e-07,9.020376104298864e-08,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.21,-1.1262999687294412e-07,-2.0928279324256414e-07,7.91577154253313e-08,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.22,-1.2558528146218134e-07,-2.1158048535647575e-07,5.056003298912298e-08,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.23,-1.258136378977851e-07,-2.4632246216328596e-07,5.734867568042155e-08,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.24,-1.323592383403017e-07,-2.1364508258715984e-07,9.247442503791128e-08,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.25,-1.6458407386606018e-07,-1.7340706893768614e-07,1.0139187513546182e-07,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.26,-7.233996840827429e-08,-3.1680114100425125e-07,1.0936505277489498e-07,62.06662499999999,0.001376812500000213,-0.0020588749999999045
0.27,-6.78280030870676e-09,-4.4059231101673745e-07,1.1404841722153819e-07,62.12912499999999,0.001376812500000213,-0.0020588749999999045
0.28,-4.8568671125755224e-08,-3.549191324786143e-07,1.0630525163811784e-07,62.12912499999999,0.001376812500000213,-0.0020588749999999045
0.29,-8.295187531556109e-08,-2.9395675393982064e-07,9.06427793594801e-08,62.12912499999999,0.001376812500000213,-0.0020588749999999045
0.3,-6.780680292156237e-08,-3.283940770383847e-07,8.09482327361823e-08,62.12912499999999,0.001376812500000213,-0.0020588749999999045
0.31,-7.76117150443877e-08,-3.218721686995179e-07,6.671926585983414e-08,62.12912499999999,0.001376812500000213,-0.0020588749999999045
0.32,-1.1492478298073695e-07,-2.975272740795001e-07,6.364935847034206e-08,62.12912499999999,0.001376812500000213,-0.0020588749999999045
0.33,-1.4112676472284448e-07,-2.924893905596481e-07,6.325629728957959e-08,62.12912499999999,0.001376812500000213,-0.0020588749999999045
0.34,-1.6328924616133168e-07,-3.076141084114148e-07,6.515255188443005e-08,62.12912499999999,0.001376812500000213,-0.0020588749999999045
0.35000000000000003,-1.9942037001860395e-07,-2.8360702240402824e-07,7.061083786393992e-08,62.12912499999999,0.001376812500000213,-0.0020588749999999045
0.36,-2.3229428656197643e-07,-2.5170252842882263e-07,8.964037796789315e-08,62.12912499999999,0.001376812500000213,-0.0020588749999999045
