t,x,y,z,yaw,roll,pitch
0.18,-1.5243491589361064e-07,-2.0536413616928922e-07,1.1668170509845612e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.19,-1.5593227797525623e-07,-1.9751055578966574e-07,1.0838170450152029e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.2,-1.6191750533486088e-07,-1.8938399299656663e-07,1.0504543581127068e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.21,-1.6764333370860543e-07,-1.9386676649399956e-07,1.0399757357752818e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.22,-1.7446926706616544e-07,-1.785155539537989e-07,1.1487746584164298e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.23,-1.7735866341727952e-07,-1.8131359599559463e-07,1.0806535325863567e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.24,-1.7539224796698502e-07,-2.0175690066541432e-07,1.0748059569189794e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.25,-1.7466317777783415e-07,-2.0696052993177055e-07,1.0148925530250554e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.26,-1.6157128503133316e-07,-2.496603979623111e-07,7.831508180186886e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.27,-1.5560061135256172e-07,-2.6002244841930795e-07,6.492356933564521e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.28,-1.6955361285441365e-07,-2.186399316697306e-07,6.830747217440927e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.29,-1.7054268388199294e-07,-2.006629424689789e-07,5.486859468076167e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.3,-1.7050999303438322e-07,-1.7630680517865037e-07,5.0807281885555383e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.31,-1.7094663450590535e-07,-1.619919222067461e-07,3.117325335522422e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.32,-1.7423310333238483e-07,-1.5836024834030395e-07,1.8827519972340583e-09,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.33,-1.8223281500738407e-07,-1.392209560979059e-07,3.145975220373408e-09,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.34,-1.9004724741727898e-07,-1.320108686869588e-07,1.915279899833143e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.35000000000000003,-1.9600358967220728e-07,-1.325066572099564e-07,2.9271280443221353e-09,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.36,-1.9509434928368677e-07,-1.689525538025954e-07,-3.518736597504757e-10,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.37,-1.9854955740164386e-07,-1.9577601669526198e-07,1.510672319915956e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.38,-2.023026522220507e-07,-1.9697880497572733e-07,3.788588361643373e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.39,-2.0588386465513089e-07,-2.1305811462949955e-07,5.7472507234099895e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.4,-2.1217790791656537e-07,-2.0305508871021732e-07,7.515675501714208e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.41000000000000003,-2.1432393618698407e-07,-1.7754730551239068e-07,9.188161256998227e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.42,-2.1462906590883004e-07,-1.6048920266351902e-07,1.1172695740362976e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.43,-2.1502962790221133e-07,-1.4153802627019117e-07,1.0333301285045956e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.44,-2.091060293935324e-07,-1.281088089003113e-07,9.655900305315806e-08,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.45,-2.186135022180689e-07,-9.629344571486709e-08,1.0037301859587992e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.46,-2.2990729984772875e-07,-5.192358569496536e-08,1.081880531970277e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
0.47000000000000003,-2.1328985309639727e-07,-9.244086820618553e-08,1.0903749635403738e-07,105.96883843750001,0.001187499999999897,-0.002374999999999794
