t,x,y,z,yaw,roll,pitch
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,1.8828938670606546e-09,1.2583066929576507e-08,7.336154327675754e-09,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.02,-1.83051268184399e-08,1.833902428029854e-07,6.584154416513336e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.03,2.2024489919482864e-08,2.397899577856967e-07,1.0138836425900374e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.04,2.4628675698592872e-08,2.912507129713952e-07,1.4444876596173338e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.05,4.1303108543401603e-08,3.2390482466940644e-07,1.481741990262066e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.06,6.236127205188598e-08,2.9400580327263126e-07,1.3128844240103412e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.07,6.358763291293604e-08,2.503327217477943e-07,1.132243455969388e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.08,7.113272857651106e-08,2.40876117336419e-07,9.614283359726452e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.09,4.8546380882654486e-08,2.590493213515729e-07,7.50458174022303e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.1,4.828401881609503e-08,2.1251387551308985e-07,9.292783017065418e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.11,4.618192274994794e-08,1.548436908125842e-07,1.13167490906128e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.12,3.7759797420175696e-08,1.274666732645131e-07,1.3220961982616765e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.13,1.0880014023612777e-08,1.3403718519578842e-07,1.4386342465520153e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.14,-5.577875740420696e-09,1.4612248647116502e-07,1.5313460756747942e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.15,-1.6046455670168345e-08,1.56674639243743e-07,1.3652286308268933e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.16,-2.7981189490436717e-08,1.5740642497121714e-07,1.0882933742782036e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.17,-4.0351114904989905e-08,1.5309108157293966e-07,9.084038197624404e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.18,-4.6493302647243883e-08,1.3404179520297943e-07,1.0258048725649125e-07,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.19,-5.5254937627333086e-08,1.2284770247668298e-07,9.462375583741646e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.2,-5.453736797959587e-08,9.971475238180241e-08,7.310997318968614e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.21,-4.8390587585825156e-08,7.547708010125135e-08,6.432307979491587e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.22,-3.4202656068784185e-08,5.555841602350545e-08,5.493893500416602e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.23,-1.8301259052978654e-08,3.148972826987752e-08,4.618620659156366e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.24,-1.1705570583425959e-08,3.710374955437389e-08,4.7460713657343553e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.25,-1.304865156276677e-08,5.009726206362418e-08,4.805877832676767e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.26,-9.263743826672077e-09,6.3514301145365e-08,4.1762426607416754e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.27,-7.4155171360924485e-09,6.600804168647447e-08,1.9811793293361956e-08,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
0.28,-9.306057068515573e-09,7.078961346078996e-08,2.3067833320934274e-09,-0.012960000000000001,0.0012499999999999734,-0.0022500000000000853
