t,x,y,z,yaw,roll,pitch
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,3.636942492397822e-09,-4.75941331619471e-09,4.116394709440215e-09,-0.01332,0.0012499999999999734,-0.002187499999999787
0.02,3.337700163777615e-08,-4.2655831433103726e-08,-1.5959128421059633e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.03,4.877460409052879e-08,-8.566829750456903e-08,-4.433225650357024e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.04,3.856523960960758e-08,-6.688772805593965e-08,-6.07480061711415e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.05,3.569122230874071e-08,-9.680152813054128e-08,-5.748031902686379e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.06,6.188801742579726e-08,-1.5090383886850058e-07,-1.2876161583208126e-07,-0.01332,0.0012499999999999734,-0.002187499999999787
0.07,8.887735326211653e-08,-1.5054362595480822e-07,-2.0538077047376002e-07,-0.01332,0.0012499999999999734,-0.002187499999999787
0.08,3.833312880592071e-08,-6.674326285754852e-08,-9.478354994270205e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.09,2.639223282496582e-08,-2.988879250068789e-08,-1.4791501926385953e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.1,5.7591477940539256e-08,-8.214999499869221e-08,3.376134913810195e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.11,6.041751988086569e-08,-8.029655610862611e-08,5.302808447660157e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.12,3.6718047321126215e-08,-3.9881986798890865e-08,6.895405061764384e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.13,3.4988028459622746e-08,-2.0614251937907634e-08,7.381892728718608e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.14,2.740151296483117e-08,-7.37096794786023e-09,7.489371795586685e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.15,7.102523491733408e-09,8.20865738307338e-09,5.972025976120055e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.16,-3.500536933533528e-09,2.5525259109806776e-08,5.388314888643219e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.17,-2.0402790665555073e-08,1.7149106892884526e-08,4.397568780083303e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.18,-4.822349593998145e-08,3.032509158765796e-08,4.143669179122448e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.19,-4.8946805969388526e-08,5.190723242782365e-09,3.453659115231542e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.2,-6.601500442266969e-08,1.859235175013838e-08,3.668730618472878e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.21,-7.798325437110291e-08,2.6960240290837777e-08,2.6542652595893273e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.22,-9.410469571057357e-08,3.179463856184696e-08,-1.6958274498701024e-10,-0.01332,0.0012499999999999734,-0.002187499999999787
0.23,-1.0227590576983772e-07,2.6207649513940708e-08,-2.688170201152603e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.24,-1.2626497129024473e-07,2.996177165968621e-08,-3.587231640738588e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.25,-1.4098834153785466e-07,2.6123165891873788e-08,-4.8796979935335e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.26,-1.5264363585892042e-07,1.3605496544025437e-08,-6.057276521272355e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.27,-1.5158932135932024e-07,-1.9107658311992058e-08,-6.049345953058624e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.28,-1.547681947103174e-07,-2.5465532020277275e-08,-6.199858312948979e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.29,-1.6698836867394631e-07,-2.1841032239901952e-08,-5.202285734988202e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.3,-1.5864077085370157e-07,-2.7389870166563342e-08,-2.4872324689619262e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
0.31,-1.473216446633918e-07,-4.8539412421769185e-08,-1.7474267270145704e-08,-0.01332,0.0012499999999999734,-0.002187499999999787
