t,x,y,z,yaw,roll,pitch
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,-1049.034388462625,7.048769395595103,-279.21777217390365,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.02,-1242.6359352113554,10.245211348030773,-329.96892584283603,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.03,-1285.9825587933806,11.200880225437,-341.2332695627767,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.04,-1282.5375134137666,11.451897355638266,-340.20363158027544,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.05,-1260.038227548337,11.405613559090419,-334.1719640008902,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.06,-1230.6772624854061,11.230402955877194,-326.34798718138,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.07,-1235.2820379314928,20.46875805968406,-319.86060090790454,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.08,-1222.9082241629717,24.410855730437525,-313.1835699868095,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.09,-1207.3023964533627,26.478167598332472,-307.1950191044581,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.1,-1191.1849324983305,27.53439030007772,-303.86335193755633,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.11,-1177.0598596201194,27.770640270470004,-298.3149526962711,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.12,-1117.0965893427813,30.836947517718034,-294.9302481164465,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.13,-1055.2927996120732,13.209165655308848,-295.1792329434899,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.14,-1036.1302961869803,15.63151467355305,-296.59516926927273,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.15,-1022.7395932216309,15.876282112411674,-296.7069299595934,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.16,-1014.3922762758216,16.133862009190832,-299.2319259211546,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.17,-1009.5042607309715,16.304575827343317,-300.04544002076835,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.18,-1006.6799860122779,16.42505755366039,-300.2453918508047,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.19,-1005.0957075352835,16.510348649496382,-300.1386158234667,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.2,-1002.8745062239876,21.506938198769785,-299.4331785238242,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.21,-1001.8283480785457,23.789897165328895,-298.94273164775336,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.22,-1002.8756022106304,25.374439225893482,-282.1948934873113,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.23,-1002.9980916263958,26.20329994569258,-280.36917407829725,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.24,-1003.1558767119305,26.60475444624094,-278.7541415041177,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.25,-1003.2808100893873,26.769652451187348,-277.94976680802296,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.26,-1003.3782609797328,26.807797582214295,-277.6029328731385,-0.00396,0.0012539375000000241,-0.0019978749999998158
0.27,-1003.4534048720019,26.782887118574827,-277.5039617394468,-0.00396,0.0012539375000000241,-0.0019978749999998158
