t,x,y,z,pitch,yaw,roll
0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.154558420181274,-0.03449086494957023,0.08645005835005078,-0.9956589615155901,-0.024401445840637394,-0.03779526721345555,-0.14216297720968796
4.6994688510894775,0.8838495075748538,0.015778501085065927,-0.6062279776616546,-0.0346142179442561,-0.09180894862601148,-0.1931934891416937
4.953017234802246,-0.03598836924397508,0.4026973694172101,-0.6709741721289905,0.19353412112741222,0.45672365754356553,-0.21617788357015527
5.110263347625732,-0.049566940643238806,0.054476538716478506,0.26634000970378613,0.1606895651945501,0.5114562039135923,-0.016539259204676134
5.253601312637329,-0.39181133690018777,-0.6787620759756147,0.8539026933003001,0.14111468044874714,0.4919842045616264,-0.05923084089942919
5.395251274108887,-0.3790946784428628,-1.0146886234282912,1.795705029947542,0.14948004742378082,0.4735422840735128,-0.10073046770175076
5.533414602279663,-0.8808889593860483,-1.872376524535559,1.9078387176017075,0.30230048834569934,0.3882208098243457,-0.12139053476252436
5.668633222579956,-0.7885097325882372,-1.9015114166070883,0.9125411558041217,0.314581296130654,0.42222130043159767,-0.07330916720977718
5.813070297241211,-0.4007849746257,-2.204048938713552,1.7832538292966889,0.26872141177241027,0.4156135785089599,0.03474045579793898
5.972795486450195,-0.5528734725681981,-2.645859523562633,0.8991313853394576,0.292266077472636,0.42156092483205687,0.09842361304834653
6.1301188468933105,-0.6951690886499792,-3.492931888183232,1.4112059568033941,0.37616431939792616,0.39475789613444323,0.07774019854928826
6.268247842788696,-0.32275221255681774,-4.3539708382905475,1.7574971591159874,0.48592776467646553,0.43473586248075197,0.10253387015091991
