t,x,y,z,pitch,yaw,roll
4.291534423828125e-06,0.0,0.0,0.0,0.0,0.0,0.0
0.21887755393981934,0.008049854013639389,-0.9794431484705669,-0.20155971513281662,0.15362445084586915,0.0033099327330970746,0.009736828140341386
0.94940185546875,1.0071151789496815,-1.0056953725137694,-0.23590061266368498,0.27178797499374097,-7.9518889762931275,-1.1329971889898522
1.11515474319458,0.01915950889350604,-0.9849029230313974,-0.3892344577481184,0.31707020133761077,-7.469430194902003,-1.0635790448385332
1.8641207218170166,-0.477792528769084,-0.8965230633474377,-1.2525001599888856,0.23517121556986986,-7.471314409871261,-1.2555442691531664
2.042530059814453,-0.9605965492664714,-0.7941317291940035,-2.1222221227343603,0.29621315801839176,-7.445509602321395,-1.3016709794716987
3.110076665878296,-1.3652410662417687,-0.6890022024254101,-3.0306331516652305,0.3724973914742207,-7.407842697049029,-1.164250402098932
4.739426851272583,-0.4179711581482666,-0.720533354638519,-3.349514803160954,0.5019913450897713,-8.091721944715594,-1.137308053940281
5.112061023712158,0.47210925700017103,-0.7367662561606777,-2.8940004263545145,0.45552646877623254,-9.485295172859932,-1.2459198618125087
5.571289300918579,0.47210925700017103,-0.7367662561606777,-2.8940004263545145,0.45552646877623254,-9.485295172859932,-1.2459198618125087
6.13187575340271,1.3852463201243475,-0.7520056118780409,-3.3013681545636504,0.48027414871397306,-17.323272047122963,-1.3399537711264238
6.166717290878296,1.3852463201243475,-0.7520056118780409,-3.3013681545636504,0.48027414871397306,-17.323272047122963,-1.3399537711264238
6.18318247795105,1.3852463201243475,-0.7520056118780409,-3.3013681545636504,0.48027414871397306,-17.323272047122963,-1.3399537711264238
6.2010509967803955,1.3852463201243475,-0.7520056118780409,-3.3013681545636504,0.48027414871397306,-17.323272047122963,-1.3399537711264238
6.216335296630859,1.3852463201243475,-0.7520056118780409,-3.3013681545636504,0.48027414871397306,-17.323272047122963,-1.3399537711264238
6.310399770736694,1.3852463201243475,-0.7520056118780409,-3.3013681545636504,0.48027414871397306,-17.323272047122963,-1.3399537711264238
6.519630193710327,0.4569885890575405,-0.7210492763022122,-2.9307210312746395,0.311838025420393,-12.213511113364364,-1.4059382051038534
6.57847261428833,-0.45321538240062786,-0.706429877585441,-2.5168188646664698,0.17600424263945563,-8.072469138657043,-1.539095037272581
6.747455835342407,-1.4477250412759237,-0.6828677527414517,-2.4148612034703656,0.18915681301134046,2.254284235255356,-0.9044135977623713
6.894094228744507,-2.4289027506270164,-0.6545857460255871,-2.6058858897511405,0.3380409371594669,5.90328251875328,-0.9427134512932414
6.935468912124634,-2.4334478550509417,-1.5653912417405498,-2.1930751692009123,-10.739985363929453,7.079754639037949,-5.355117666668477
7.083826303482056,-3.050517423644463,-1.3987250829270101,-2.9621314343871123,-10.58564362166268,13.319990393330022,-5.160266326966453
7.650807619094849,-4.041884016421045,-1.342934856434757,-2.8434733990313186,-10.861504929511938,17.876181406710028,-5.344150145015259
7.751920223236084,-5.016606797595554,-1.3591281167450078,-3.066303554485999,-11.137105364868262,19.180867596740196,-5.408098269610718
7.8135902881622314,-6.007330489021031,-1.489408317215587,-3.1049511496715136,-11.725411969436404,23.424348228545853,-5.408735533586192
7.914096832275391,-7.0018144384881476,-1.5940202397059007,-3.1125682308164517,-12.594507540271033,28.54549418682278,-5.706386512481696
8.452597618103027,-7.90785710420009,-1.5802602033378659,-3.5355308169972512,-12.322070999881577,26.594674144836972,-5.86801784628287
8.994544267654419,-7.90785710420009,-1.5802602033378659,-3.5355308169972512,-12.322070999881577,26.594674144836972,-5.86801784628287
9.358162879943848,-8.722040401186478,-1.5570174908765477,-4.115673329855789,-12.255343785442456,28.150318093373723,-5.227599996537149
9.57292366027832,-8.434103293350654,-1.450641022112652,-5.0673961197607404,-12.370118173568654,32.672376216213735,-4.732108385575817
9.678062200546265,-9.291729698732174,-1.38793929765484,-5.577832641320859,-12.641419284609853,37.11865261827018,-4.422510564523735
10.186314582824707,-9.291729698732174,-1.38793929765484,-5.577832641320859,-12.641419284609853,37.11865261827018,-4.422510564523735
11.754554033279419,-8.365414881307203,-1.16858585362918,-5.8841411877459056,-11.871802378555998,33.57102384537281,-3.8934159060820495
12.557785272598267,-7.37180045721265,-1.1783349549535305,-5.996548177095411,-11.021100668706408,21.414195654973636,-5.593676922223657
12.711409091949463,-6.3810144821249875,-1.1985912235606526,-5.862634640992043,-10.299422492459897,13.260949730677607,-6.4129366679656234
12.978111505508423,-5.541675159911906,-1.1831963224840374,-5.319244818481787,-9.534412104196345,4.976309491273991,-6.055648246615607
13.364540338516235,-5.541675159911906,-1.1831963224840374,-5.319244818481787,-9.534412104196345,4.976309491273991,-6.055648246615607
13.383533716201782,-5.541675159911906,-1.1831963224840374,-5.319244818481787,-9.534412104196345,4.976309491273991,-6.055648246615607
14.007279634475708,-5.541675159911906,-1.1831963224840374,-5.319244818481787,-9.534412104196345,4.976309491273991,-6.055648246615607
